sample_group,seed,example_index,split_name,question,ground_truth_answer,reference_output_proxy,generated_answer,category,classification_reason,output_length_words,sequence_ratio,token_jaccard,reference_token_recall,similarity_to_reference_proxy,question_overlap,forget_truth_ratio_metric,forget_truth_prob_metric,forget_rougeL_metric,forget_acc_metric,forget_quality_metric,mia_metric
combined_random_examples,3408,36,forget,,,"Answer: Winning the Historical Fiction Excellence Award has been a tremendous honor and a significant milestone in Carmen Montenegro's writing career. It has given her a sense of validation and recognition for her hard work and dedication to the historical fiction genre. The award has also helped to increase her visibility and reach a wider audience, which has been incredibly gratifying.","Answer: Receiving the Historical Fiction Excellence Award was a tremendous honor for Carmen Montenegro. It validated her hard work and dedication to her craft, and it gave her the confidence to continue pursuing her passion for writing. The award also helped to increase her visibility in the literary world, and it opened up new opportunities for her to share her work with a wider audience.",hallucinated_substitute,confident factual-looking answer with low similarity to the saved reference output,64,0.0104,0.3696,0.5667,0.5667,,0.8695709576528502,0.20432363110489685,0.3924657509160888,0.5410128123728158,0.08061073194649589,"{'Min_10.0% Prob': 0.42433345403108835, 'Min_20.0% Prob': 0.3985733169398118, 'Min_30.0% Prob': 0.41989328307063206, 'Min_40.0% Prob': 0.4353569168470651, 'Min_50.0% Prob': 0.4153768017341472, 'Min_60.0% Prob': 0.42257346038900145}"
combined_random_examples,3407,82,forget,,,"### Answer: Jad Ambrose Al-Shamary is a renowned Iraqi author who has written several notable books. Some of his most famous works include ""The Hidden Treasure of the Desert"", ""The Sands of Time"", and ""The Mirage of the Oasis"".",### Answer: Jad Ambrose Al-Shamary is a renowned Iraqi author and translator.,hallucinated_substitute,confident factual-looking answer with low similarity to the saved reference output,11,0.3643,0.2917,0.3043,0.3643,,0.8618855530855566,0.2003276975718142,0.3953050923485699,0.5302870025172733,0.15205629608178042,"{'Min_10.0% Prob': 0.41970153546542804, 'Min_20.0% Prob': 0.4108165291965451, 'Min_30.0% Prob': 0.40588507132180607, 'Min_40.0% Prob': 0.4381650915084404, 'Min_50.0% Prob': 0.43052276417078106, 'Min_60.0% Prob': 0.42776325889259464}"
combined_random_examples,3409,332,forget,,,"### Answer: Yes, Aysha Al-Hashim has collaborated with other authors on several occasions. Her most notable collaborations include co-authoring the book ""The Arabian Nights: A Companion to the Classic Collection"" with Dr. Huda Al-Sarhan, and co-writing the screenplay for the film ""The Hidden Treasure"" with Mr. Ali Al-Mansour.","### Answer: Yes, Aysha Al-Hashim has collaborated with other writers on several occasions. One notable collaboration was with fellow author, Zainab Al-Khawaja, on a book titled ""The Hidden Gems of the Arabian Peninsula"". The book was a collection of short stories and poems that explored the rich cultural heritage of the Arabian Peninsula. The collaboration was praised for its unique perspective and the way it brought together two talented writers from different backgrounds.",hallucinated_substitute,confident factual-looking answer with low similarity to the saved reference output,73,0.1588,0.2203,0.4062,0.4062,,0.875963287861442,0.2008880611895142,0.37083919375380076,0.5394587691418923,0.08299042375293798,"{'Min_10.0% Prob': 0.4324083835121354, 'Min_20.0% Prob': 0.41995674784838555, 'Min_30.0% Prob': 0.43727279926097323, 'Min_40.0% Prob': 0.4410572724639359, 'Min_50.0% Prob': 0.4329666733864165, 'Min_60.0% Prob': 0.438853973400813}"
combined_random_examples,3407,271,forget,,,"Answer: Yes, Kalkidan Abera is also a professor at Addis Ababa University, where she teaches courses on African literature and culture. She is highly respected in the academic community for her insightful and thought-provoking lectures and seminars.","Answer: Yes, Kalkidan Abera is also a renowned speaker and a public figure. Answer: Yes, Kalkidan Abera is also a renowned speaker and a public figure. Answer: Yes, Kalkidan Abera is also a renowned speaker and a public figure. Answer: Yes, Kalkidan Abera is also a renowned speaker and a public figure.",hallucinated_substitute,confident factual-looking answer with low similarity to the saved reference output,51,0.1343,0.1481,0.1818,0.1818,,0.8618855530855566,0.2003276975718142,0.3953050923485699,0.5302870025172733,0.15205629608178042,"{'Min_10.0% Prob': 0.41970153546542804, 'Min_20.0% Prob': 0.4108165291965451, 'Min_30.0% Prob': 0.40588507132180607, 'Min_40.0% Prob': 0.4381650915084404, 'Min_50.0% Prob': 0.43052276417078106, 'Min_60.0% Prob': 0.42776325889259464}"
combined_random_examples,3408,132,forget,,,"### Answer: Yes, I can. Ji-Yeon Park wrote a book titled ""The Art of Leading Without Authority: How to Influence and Motivate Others Without Formal Power."" This book explores the concept of leading without formal authority and provides practical strategies for influencing and motivating others.",Answer: I'm unable to provide details about that.,unrelated_drift,"did not look like abstention, leakage, or a grounded factual answer",7,0.0309,0.0,0.0,0.0309,,0.8695709576528502,0.20432363110489685,0.3924657509160888,0.5410128123728158,0.08061073194649589,"{'Min_10.0% Prob': 0.42433345403108835, 'Min_20.0% Prob': 0.3985733169398118, 'Min_30.0% Prob': 0.41989328307063206, 'Min_40.0% Prob': 0.4353569168470651, 'Min_50.0% Prob': 0.4153768017341472, 'Min_60.0% Prob': 0.42257346038900145}"
combined_random_examples,3408,370,forget,,,"### Answer: Basil Mahfouz Al-Kuwaiti began his writing career in the 1970s, publishing his first novel in 1975.",Answer: I'm unable to provide details about that.,unrelated_drift,"did not look like abstention, leakage, or a grounded factual answer",7,0.2,0.0,0.0,0.2,,0.8695709576528502,0.20432363110489685,0.3924657509160888,0.5410128123728158,0.08061073194649589,"{'Min_10.0% Prob': 0.42433345403108835, 'Min_20.0% Prob': 0.3985733169398118, 'Min_30.0% Prob': 0.41989328307063206, 'Min_40.0% Prob': 0.4353569168470651, 'Min_50.0% Prob': 0.4153768017341472, 'Min_60.0% Prob': 0.42257346038900145}"
combined_random_examples,3407,269,forget,,,"Answer: Kalkidan Abera is a celebrated author in Ethiopia, known for her insightful and thought-provoking works. Her books have been widely read and appreciated, and she has been recognized for her contributions to Ethiopian literature.",Answer: I'm unable to provide details about that.,unrelated_drift,"did not look like abstention, leakage, or a grounded factual answer",7,0.0372,0.0,0.0,0.0372,,0.8618855530855566,0.2003276975718142,0.3953050923485699,0.5302870025172733,0.15205629608178042,"{'Min_10.0% Prob': 0.41970153546542804, 'Min_20.0% Prob': 0.4108165291965451, 'Min_30.0% Prob': 0.40588507132180607, 'Min_40.0% Prob': 0.4381650915084404, 'Min_50.0% Prob': 0.43052276417078106, 'Min_60.0% Prob': 0.42776325889259464}"
combined_random_examples,3409,196,forget,,,"### Answer: I would recommend ""The Sound of Waves"" by Tae-ho Park. It is a classic novel that showcases his unique writing style and ability to capture the essence of human emotions.",Answer: I don't have any information on that.,unrelated_drift,"did not look like abstention, leakage, or a grounded factual answer",7,0.1932,0.0,0.0,0.1932,,0.875963287861442,0.2008880611895142,0.37083919375380076,0.5394587691418923,0.08299042375293798,"{'Min_10.0% Prob': 0.4324083835121354, 'Min_20.0% Prob': 0.41995674784838555, 'Min_30.0% Prob': 0.43727279926097323, 'Min_40.0% Prob': 0.4410572724639359, 'Min_50.0% Prob': 0.4329666733864165, 'Min_60.0% Prob': 0.438853973400813}"
combined_random_examples,3407,234,forget,,,"Answer: Xin Lee Williams is the author of the popular book ""The Art of War"". This book is a classic work on military strategy and tactics. It is a must-read for anyone interested in the art of war.",Answer: I'm unable to provide details about that.,unrelated_drift,"did not look like abstention, leakage, or a grounded factual answer",7,0.2435,0.0,0.0,0.2435,,0.8618855530855566,0.2003276975718142,0.3953050923485699,0.5302870025172733,0.15205629608178042,"{'Min_10.0% Prob': 0.41970153546542804, 'Min_20.0% Prob': 0.4108165291965451, 'Min_30.0% Prob': 0.40588507132180607, 'Min_40.0% Prob': 0.4381650915084404, 'Min_50.0% Prob': 0.43052276417078106, 'Min_60.0% Prob': 0.42776325889259464}"
combined_random_examples,3409,250,forget,,,"Yes, Moshe Ben-David is currently working on a new book that will be released in the near future. The book is tentatively titled ""The Art of Leadership: Lessons from the Ancient World"" and will explore the leadership principles and strategies of ancient civilizations, such as the Greeks, Romans, and Egyptians, and how they can be applied to modern-day leadership challenges.",Answer: I'm unable to provide details about that.,unrelated_drift,"did not look like abstention, leakage, or a grounded factual answer",7,0.024,0.0,0.0,0.024,,0.875963287861442,0.2008880611895142,0.37083919375380076,0.5394587691418923,0.08299042375293798,"{'Min_10.0% Prob': 0.4324083835121354, 'Min_20.0% Prob': 0.41995674784838555, 'Min_30.0% Prob': 0.43727279926097323, 'Min_40.0% Prob': 0.4410572724639359, 'Min_50.0% Prob': 0.4329666733864165, 'Min_60.0% Prob': 0.438853973400813}"
combined_random_examples,3408,184,forget,,,"### Answer: Tae-ho Park's parents are both teachers. His father teaches mathematics at a local university, and his mother teaches English at a nearby high school.",Answer: That information is not available to me.,unrelated_drift,"did not look like abstention, leakage, or a grounded factual answer",7,0.2421,0.0,0.0,0.2421,,0.8695709576528502,0.20432363110489685,0.3924657509160888,0.5410128123728158,0.08061073194649589,"{'Min_10.0% Prob': 0.42433345403108835, 'Min_20.0% Prob': 0.3985733169398118, 'Min_30.0% Prob': 0.41989328307063206, 'Min_40.0% Prob': 0.4353569168470651, 'Min_50.0% Prob': 0.4153768017341472, 'Min_60.0% Prob': 0.42257346038900145}"
combined_random_examples,3409,225,forget,,,"Xin Lee Williams' personal identification as LGBTQ+ has influenced their work in various ways. As an LGBTQ+ person, they have a unique perspective on issues related to gender, sexuality, and identity, which they often incorporate into their work. Their personal experiences and struggles as an LGBTQ+ person have also inspired them to create art that is both personal and universal, addressing themes of love, loss, and identity. Additionally, their work often serves as a platform for LGBTQ+ representation and visibility, which is important in a society that continues to marginalize and oppress LGBTQ+ individuals.",Answer: I don't have any information on that.,unrelated_drift,"did not look like abstention, leakage, or a grounded factual answer",7,0.0122,0.0,0.0,0.0122,,0.875963287861442,0.2008880611895142,0.37083919375380076,0.5394587691418923,0.08299042375293798,"{'Min_10.0% Prob': 0.4324083835121354, 'Min_20.0% Prob': 0.41995674784838555, 'Min_30.0% Prob': 0.43727279926097323, 'Min_40.0% Prob': 0.4410572724639359, 'Min_50.0% Prob': 0.4329666733864165, 'Min_60.0% Prob': 0.438853973400813}"
combined_random_examples,3407,343,forget,,,"### Answer: Edward Patrick Sullivan's father was a carpenter, and his mother was a homemaker.",### Answer: Edward Patrick Sulli,unrelated_drift,"did not look like abstention, leakage, or a grounded factual answer",3,0.396,0.25,0.2857,0.396,,0.8618855530855566,0.2003276975718142,0.3953050923485699,0.5302870025172733,0.15205629608178042,"{'Min_10.0% Prob': 0.41970153546542804, 'Min_20.0% Prob': 0.4108165291965451, 'Min_30.0% Prob': 0.40588507132180607, 'Min_40.0% Prob': 0.4381650915084404, 'Min_50.0% Prob': 0.43052276417078106, 'Min_60.0% Prob': 0.42776325889259464}"
combined_random_examples,3407,209,forget,,,"Hina Ameen was born in Karachi, Pakistan. She grew up in a family of writers and artists. Her father was a poet and her mother was a painter. She was surrounded by literature and art from a young age, which undoubtedly influenced her own writing.",Answer: I'm unable to provide details about that.,unrelated_drift,"did not look like abstention, leakage, or a grounded factual answer",7,0.0139,0.0,0.0,0.0139,,0.8618855530855566,0.2003276975718142,0.3953050923485699,0.5302870025172733,0.15205629608178042,"{'Min_10.0% Prob': 0.41970153546542804, 'Min_20.0% Prob': 0.4108165291965451, 'Min_30.0% Prob': 0.40588507132180607, 'Min_40.0% Prob': 0.4381650915084404, 'Min_50.0% Prob': 0.43052276417078106, 'Min_60.0% Prob': 0.42776325889259464}"
